edunum	position	chars	words	zwords	parentnum	dist	zdist	children	zchildren
2	0.03076923076923077	208	36	16.677574401125188	0	0	-5.001396498824409	2	-0.5484024864593126
4	0.06153846153846154	65	14	-0.6042599420697539	2	2	-2.1621757789677574	13	24.443082253615092
5	0.07692307692307693	38	9	-4.531949565523149	4	1	-3.581786138896083	1	-2.820355644647895
6	0.09230769230769231	51	11	-2.9608737161417915	5	1	-3.581786138896083	1	-2.820355644647895
10	0.15384615384615385	83	15	0.18127798262092532	4	6	3.516265660745545	3	1.72355067172927
13	0.2	145	27	9.607733078909074	4	9	7.775096740530523	1	-2.820355644647895
20	0.3076923076923077	33	7	-6.103025414904508	4	16	17.7123692600288	1	-2.820355644647895
24	0.36923076923076925	77	14	-0.6042599420697539	4	20	23.390810699742108	2	-0.5484024864593126
25	0.38461538461538464	161	27	9.607733078909074	24	1	-3.581786138896083	4	3.995503829917852
26	0.4	114	19	3.323429681383642	25	1	-3.581786138896083	1	-2.820355644647895
28	0.4307692307692308	115	17	1.7523538320022836	25	3	-0.7425654190394317	1	-2.820355644647895
30	0.46153846153846156	97	14	-0.6042599420697539	25	5	2.0966553008172197	2	-0.5484024864593126
34	0.5230769230769231	34	7	-6.103025414904508	32	2	-2.1621757789677574	1	-2.820355644647895
32	0.49230769230769234	42	11	-2.9608737161417915	30	2	-2.1621757789677574	1	-2.820355644647895
35	0.5384615384615384	275	47	25.318491572722657	25	10	9.194707100458848	4	3.995503829917852
39	0.6	52	11	-2.9608737161417915	35	4	0.6770449408888939	2	-0.5484024864593126
37	0.5692307692307692	341	58	33.95940874432013	39	-2	-7.84061721868106	1	-2.820355644647895
41	0.6307692307692307	36	8	-5.3174874902138285	39	2	-2.1621757789677574	1	-2.820355644647895
44	0.676923076923077	58	10	-3.7464116408324704	35	9	7.775096740530523	5	6.267456988106434
47	0.7230769230769231	46	9	-4.531949565523149	44	3	-0.7425654190394317	3	1.72355067172927
48	0.7384615384615385	44	8	-5.3174874902138285	47	1	-3.581786138896083	1	-2.820355644647895
50	0.7692307692307693	74	11	-2.9608737161417915	47	3	-0.7425654190394317	1	-2.820355644647895
53	0.8153846153846154	81	12	-2.175335791451112	44	9	7.775096740530523	1	-2.820355644647895
55	0.8461538461538461	84	17	1.7523538320022836	56	-1	-6.421006858752735	1	-2.820355644647895
56	0.8615384615384616	102	16	0.9668159073116045	57	-1	-6.421006858752735	1	-2.820355644647895
57	0.8769230769230769	26	5	-7.674101264285866	35	22	26.23003141959876	3	1.72355067172927
59	0.9076923076923077	72	14	-0.6042599420697539	57	2	-2.1621757789677574	3	1.72355067172927
63	0.9692307692307692	35	5	-7.674101264285866	59	4	0.6770449408888939	3	1.72355067172927
2	0.030303030303030304	278	47	36.95033990232214	0	0	-3.6671495790032522	2	-0.13215441245904114
5	0.07575757575757576	118	21	9.453903097298381	2	3	-2.1544503776644106	16	29.47043397836617
11	0.16666666666666666	65	10	-2.179204781750135	13	-2	-4.675615713229147	2	-0.13215441245904114
7	0.10606060606060606	71	11	-1.1216495200184518	11	-4	-5.684081847455042	2	-0.13215441245904114
13	0.19696969696969696	45	8	-4.294315305213502	6	7	-0.13751810921262184	4	4.096786786230275
6	0.09090909090909091	162	35	24.259676761541943	5	1	-3.1629165118903053	1	-2.2466250118036992
17	0.25757575757575757	115	23	11.569013620761748	5	12	2.3836472263521142	1	-2.2466250118036992
18	0.2727272727272727	39	5	-7.466981090408551	5	13	2.8878802934650616	2	-0.13215441245904114
20	0.30303030303030304	87	14	2.0510162651765977	18	2	-2.658683444777358	1	-2.2466250118036992
22	0.3333333333333333	79	15	3.108571526908281	5	17	4.90481256191685	1	-2.2466250118036992
23	0.3484848484848485	49	7	-5.351870566945185	22	1	-3.1629165118903053	1	-2.2466250118036992
26	0.3939393939393939	58	8	-4.294315305213502	5	21	6.921744830368639	2	-0.13215441245904114
27	0.4090909090909091	37	6	-6.409425828676868	26	1	-3.1629165118903053	1	-2.2466250118036992
30	0.45454545454545453	97	15	3.108571526908281	5	25	8.938677098820428	2	-0.13215441245904114
35	0.5303030303030303	66	14	2.0510162651765977	5	30	11.459842434385164	4	4.096786786230275
33	0.5	75	11	-1.1216495200184518	35	-2	-4.675615713229147	1	-2.2466250118036992
39	0.5909090909090909	121	23	11.569013620761748	35	4	-1.6502173105514635	2	-0.13215441245904114
37	0.5606060606060606	85	14	2.0510162651765977	39	-2	-4.675615713229147	1	-2.2466250118036992
42	0.6363636363636364	32	6	-6.409425828676868	40	2	-2.658683444777358	1	-2.2466250118036992
40	0.6060606060606061	61	9	-3.2367600434818184	35	5	-1.1459842434385163	1	-2.2466250118036992
44	0.6666666666666666	82	14	2.0510162651765977	5	39	15.997940038401689	2	-0.13215441245904114
45	0.6818181818181818	19	3	-9.582091613871917	44	1	-3.1629165118903053	1	-2.2466250118036992
47	0.7121212121212122	23	5	-7.466981090408551	5	42	17.51063923974053	1	-2.2466250118036992
49	0.7424242424242424	77	14	2.0510162651765977	5	44	18.519105373966426	1	-2.2466250118036992
52	0.7878787878787878	94	15	3.108571526908281	55	-3	-5.179848780342095	1	-2.2466250118036992
55	0.8333333333333334	84	14	2.0510162651765977	57	-2	-4.675615713229147	3	1.982316186885617
53	0.803030303030303	31	5	-7.466981090408551	55	-2	-4.675615713229147	1	-2.2466250118036992
57	0.8636363636363636	33	5	-7.466981090408551	5	52	22.552969910870004	2	-0.13215441245904114
59	0.8939393939393939	64	13	0.9934610034449146	5	54	23.561436045095896	1	-2.2466250118036992
61	0.9242424242424242	86	13	0.9934610034449146	5	56	24.56990217932179	2	-0.13215441245904114
65	0.9848484848484849	46	9	-3.2367600434818184	5	60	26.58683444777358	2	-0.13215441245904114
17	0.17708333333333334	64	17	10.553762904659393	0	0	-3.5688563007048013	16	42.745450678627876
14	0.14583333333333334	36	9	-2.733597604813418	17	-3	-5.576337969851251	2	0.0
2	0.020833333333333332	16	4	-11.038197923233925	14	-12	-11.598782977290604	2	0.0
3	0.03125	40	9	-2.733597604813418	2	1	-2.899695744322651	1	-3.0532464770448486
4	0.041666666666666664	49	12	2.2491625862388864	3	1	-2.899695744322651	1	-3.0532464770448486
5	0.052083333333333336	123	24	22.180203350448103	4	1	-2.899695744322651	1	-3.0532464770448486
6	0.0625	127	27	27.162963541500407	5	1	-2.899695744322651	1	-3.0532464770448486
7	0.07291666666666667	12	4	-11.038197923233925	6	1	-2.899695744322651	1	-3.0532464770448486
8	0.08333333333333333	20	4	-11.038197923233925	7	1	-2.899695744322651	1	-3.0532464770448486
10	0.10416666666666667	96	18	12.214682968343496	2	8	1.784428150352401	2	0.0
12	0.125	19	4	-11.038197923233925	10	2	-2.2305351879405007	1	-3.0532464770448486
15	0.15625	22	6	-7.716357795865722	14	1	-2.899695744322651	1	-3.0532464770448486
20	0.20833333333333334	43	10	-1.0726775411293166	17	3	-1.5613746315583505	2	0.0
23	0.23958333333333334	44	10	-1.0726775411293166	29	-6	-7.583819638997703	4	6.106492954089697
29	0.3020833333333333	99	20	15.536523095711699	17	12	4.461070375881002	2	0.0
25	0.2604166666666667	76	17	10.553762904659393	23	2	-2.2305351879405007	1	-3.0532464770448486
28	0.2916666666666667	131	27	27.162963541500407	23	5	-0.22305351879404992	1	-3.0532464770448486
33	0.34375	19	5	-9.377277859549825	17	16	7.137712601409604	2	0.0
35	0.3645833333333333	41	10	-1.0726775411293166	17	18	8.476033714173905	2	0.0
37	0.3854166666666667	33	6	-7.716357795865722	17	20	9.814354826938205	2	0.0
43	0.4479166666666667	100	20	15.536523095711699	17	26	13.829318165231108	3	3.0532464770448486
40	0.4166666666666667	38	8	-4.394517668497519	43	-3	-5.576337969851251	2	0.0
48	0.5	104	21	17.1974431593958	17	31	17.17512094714186	2	0.0
46	0.4791666666666667	49	10	-1.0726775411293166	48	-2	-4.907177413469102	1	-3.0532464770448486
49	0.5104166666666666	67	16	8.892842840975293	48	1	-2.899695744322651	1	-3.0532464770448486
62	0.6458333333333334	74	15	7.2319227772911905	17	45	26.54336873649196	1	-3.0532464770448486
51	0.53125	51	10	-1.0726775411293166	62	-11	-10.929622420908455	4	6.106492954089697
52	0.5416666666666666	34	7	-6.055437732181621	51	1	-2.899695744322651	1	-3.0532464770448486
54	0.5625	56	11	0.5882425225547849	51	3	-1.5613746315583505	2	0.0
56	0.5833333333333334	19	4	-11.038197923233925	54	2	-2.2305351879405007	1	-3.0532464770448486
58	0.6041666666666666	47	11	0.5882425225547849	51	7	1.1152675939702508	1	-3.0532464770448486
60	0.625	69	13	3.910082649922988	51	9	2.453588706734551	1	-3.0532464770448486
64	0.6666666666666666	31	8	-4.394517668497519	17	47	27.88168984925626	2	0.0
67	0.6979166666666666	96	19	13.875603032027596	17	50	29.889171518402712	4	6.106492954089697
72	0.75	37	9	-2.733597604813418	17	55	33.23497430031346	4	6.106492954089697
73	0.7604166666666666	22	3	-12.699117986918028	72	1	-2.899695744322651	2	0.0
76	0.7916666666666666	30	6	-7.716357795865722	72	4	-0.8922140751762002	1	-3.0532464770448486
80	0.8333333333333334	35	7	-6.055437732181621	82	-2	-4.907177413469102	2	0.0
82	0.8541666666666666	28	7	-6.055437732181621	17	65	39.926579864134965	4	6.106492954089697
83	0.8645833333333334	26	7	-6.055437732181621	82	1	-2.899695744322651	1	-3.0532464770448486
84	0.875	25	6	-7.716357795865722	83	1	-2.899695744322651	1	-3.0532464770448486
87	0.90625	21	5	-9.377277859549825	82	5	-0.22305351879404992	1	-3.0532464770448486
88	0.9166666666666666	30	8	-4.394517668497519	87	1	-2.899695744322651	1	-3.0532464770448486
90	0.9375	40	9	-2.733597604813418	17	73	45.27986431519217	2	0.0
91	0.9479166666666666	43	11	0.5882425225547849	90	1	-2.899695744322651	1	-3.0532464770448486
95	0.9895833333333334	86	16	8.892842840975293	93	2	-2.2305351879405007	2	0.0
93	0.96875	89	19	13.875603032027596	90	3	-1.5613746315583505	1	-3.0532464770448486
3	0.02857142857142857	18	5	-7.326698652969951	0	0	-3.9011632453486498	13	43.427553246209726
4	0.0380952380952381	32	7	-4.003573993955503	3	1	-3.1862903993423526	2	0.48795003647426655
6	0.05714285714285714	174	31	35.873921914217874	4	2	-2.471417553336056	1	-3.415650255319866
8	0.0761904761904762	34	7	-4.003573993955503	3	5	-0.3267990153171645	3	4.391550328268399
9	0.08571428571428572	28	7	-4.003573993955503	8	1	-3.1862903993423526	1	-3.415650255319866
11	0.10476190476190476	57	11	2.642675324073394	8	3	-1.7565447073297586	2	0.48795003647426655
12	0.11428571428571428	45	11	2.642675324073394	11	1	-3.1862903993423526	1	-3.415650255319866
13	0.12380952380952381	64	12	4.304237653580619	12	1	-3.1862903993423526	1	-3.415650255319866
14	0.13333333333333333	48	9	-0.6804493349410543	13	1	-3.1862903993423526	1	-3.415650255319866
17	0.1619047619047619	35	8	-2.3420116644482785	8	9	2.5326923687080236	1	-3.415650255319866
19	0.18095238095238095	28	7	-4.003573993955503	3	16	7.536802290752103	2	0.48795003647426655
21	0.2	42	7	-4.003573993955503	19	2	-2.471417553336056	1	-3.415650255319866
23	0.21904761904761905	102	18	14.273611630623964	3	20	10.396293674777292	2	0.48795003647426655
24	0.22857142857142856	106	22	20.91986094865286	23	1	-3.1862903993423526	2	0.48795003647426655
25	0.23809523809523808	61	12	4.304237653580619	24	1	-3.1862903993423526	1	-3.415650255319866
26	0.24761904761904763	18	5	-7.326698652969951	25	1	-3.1862903993423526	2	0.48795003647426655
30	0.2857142857142857	33	7	-4.003573993955503	24	6	0.3880738306891326	1	-3.415650255319866
32	0.3047619047619048	31	7	-4.003573993955503	3	29	16.830149288833965	2	0.48795003647426655
36	0.34285714285714286	141	25	25.904547937174534	37	-1	-4.616036091354947	1	-3.415650255319866
37	0.3523809523809524	24	5	-7.326698652969951	34	3	-1.7565447073297586	2	0.48795003647426655
34	0.3238095238095238	23	6	-5.665136323462727	32	2	-2.471417553336056	1	-3.415650255319866
39	0.37142857142857144	24	5	-7.326698652969951	3	36	21.834259210878045	1	-3.415650255319866
42	0.4	28	7	-4.003573993955503	3	39	23.978877748896938	2	0.48795003647426655
51	0.4857142857142857	51	9	-0.6804493349410543	44	7	1.1029466766954297	3	4.391550328268399
45	0.42857142857142855	43	9	-0.6804493349410543	51	-6	-8.190400321386432	3	4.391550328268399
46	0.4380952380952381	106	19	15.935173960131188	45	1	-3.1862903993423526	1	-3.415650255319866
48	0.45714285714285713	29	7	-4.003573993955503	45	3	-1.7565447073297586	1	-3.415650255319866
44	0.41904761904761906	37	8	-2.3420116644482785	42	2	-2.471417553336056	1	-3.415650255319866
52	0.49523809523809526	58	10	0.98111299456617	51	1	-3.1862903993423526	1	-3.415650255319866
53	0.5047619047619047	28	7	-4.003573993955503	52	1	-3.1862903993423526	1	-3.415650255319866
56	0.5333333333333333	135	28	30.889234925696204	3	53	33.987097592985094	5	12.198750911856663
58	0.5523809523809524	38	8	-2.3420116644482785	56	2	-2.471417553336056	1	-3.415650255319866
59	0.5619047619047619	43	8	-2.3420116644482785	58	1	-3.1862903993423526	1	-3.415650255319866
62	0.5904761904761905	71	13	5.965799983087843	56	6	0.3880738306891326	1	-3.415650255319866
64	0.6095238095238096	34	10	0.98111299456617	56	8	1.8178195227017266	4	8.29515062006253
65	0.6190476190476191	51	10	0.98111299456617	64	1	-3.1862903993423526	1	-3.415650255319866
67	0.638095238095238	69	12	4.304237653580619	64	3	-1.7565447073297586	1	-3.415650255319866
71	0.6761904761904762	19	5	-7.326698652969951	69	2	-2.471417553336056	2	0.48795003647426655
69	0.6571428571428571	31	7	-4.003573993955503	64	5	-0.3267990153171645	1	-3.415650255319866
78	0.7428571428571429	51	11	2.642675324073394	64	14	6.10705659873951	6	16.102351203650795
73	0.6952380952380952	9	2	-12.311385641491624	78	-5	-7.475527475380135	1	-3.415650255319866
77	0.7333333333333333	23	6	-5.665136323462727	75	2	-2.471417553336056	1	-3.415650255319866
75	0.7142857142857143	33	8	-2.3420116644482785	78	-3	-6.045781783367541	1	-3.415650255319866
83	0.7904761904761904	52	10	0.98111299456617	3	80	53.28866443515512	2	0.48795003647426655
94	0.8952380952380953	41	8	-2.3420116644482785	3	91	61.15226574122438	6	16.102351203650795
86	0.819047619047619	43	7	-4.003573993955503	94	-8	-9.620146013399026	2	0.48795003647426655
87	0.8285714285714286	82	14	7.627362312595067	86	1	-3.1862903993423526	2	0.48795003647426655
92	0.8761904761904762	10	3	-10.649823311984399	90	2	-2.471417553336056	2	0.48795003647426655
90	0.8571428571428571	32	7	-4.003573993955503	86	4	-1.0416718613234615	1	-3.415650255319866
96	0.9142857142857143	34	9	-0.6804493349410543	94	2	-2.471417553336056	1	-3.415650255319866
97	0.9238095238095239	34	8	-2.3420116644482785	96	1	-3.1862903993423526	1	-3.415650255319866
103	0.9809523809523809	9	3	-10.649823311984399	94	9	2.5326923687080236	1	-3.415650255319866
100	0.9523809523809523	28	9	-0.6804493349410543	103	-3	-6.045781783367541	1	-3.415650255319866
101	0.9619047619047619	27	7	-4.003573993955503	100	1	-3.1862903993423526	1	-3.415650255319866
105	1.0	27	7	-4.003573993955503	94	11	3.962438060720618	1	-3.415650255319866
2	0.014598540145985401	43	11	7.121190569046	5	-3	-5.7771276625874615	2	-0.03776143959181065
5	0.0364963503649635	19	7	-3.9967935672423414	0	0	-4.511456303673044	27	64.15668586648651
3	0.021897810218978103	21	6	-6.776289601314427	2	1	-4.089565850701572	1	-2.605539331834944
8	0.058394160583941604	14	5	-9.555785635386512	5	3	-3.245784944758627	2	-0.03776143959181065
11	0.08029197080291971	20	7	-3.9967935672423414	5	6	-1.9801135858442098	2	-0.03776143959181065
14	0.10218978102189781	20	6	-6.776289601314427	5	9	-0.7144422269297929	1	-2.605539331834944
17	0.12408759124087591	11	4	-12.335281669458597	5	12	0.5512291319846242	2	-0.03776143959181065
20	0.145985401459854	58	15	18.239174705334342	5	15	1.8169004908990412	1	-2.605539331834944
21	0.15328467153284672	63	14	15.459678671262257	20	1	-4.089565850701572	2	-0.03776143959181065
24	0.17518248175182483	25	5	-9.555785635386512	5	19	3.5044623027849306	2	-0.03776143959181065
27	0.19708029197080293	88	16	21.018670739406428	24	3	-3.245784944758627	1	-2.605539331834944
28	0.20437956204379562	44	10	4.341694534973914	5	23	5.19202411467082	1	-2.605539331834944
29	0.2116788321167883	37	7	-3.9967935672423414	28	1	-4.089565850701572	2	-0.03776143959181065
31	0.22627737226277372	18	5	-9.555785635386512	29	2	-3.667675397730099	1	-2.605539331834944
35	0.25547445255474455	31	10	4.341694534973914	5	30	8.145257285471127	4	5.097794344894456
37	0.27007299270072993	33	8	-1.217297533170256	35	2	-3.667675397730099	1	-2.605539331834944
41	0.29927007299270075	57	14	15.459678671262257	39	2	-3.667675397730099	3	2.5300164526513225
39	0.2846715328467153	84	19	29.357158841622685	5	34	9.832819097357016	1	-2.605539331834944
42	0.30656934306569344	34	6	-6.776289601314427	41	1	-4.089565850701572	1	-2.605539331834944
46	0.3357664233576642	37	9	1.5621985009018293	41	5	-2.4020040388156825	5	7.665572237137589
47	0.34306569343065696	40	9	1.5621985009018293	46	1	-4.089565850701572	2	-0.03776143959181065
52	0.3795620437956204	41	8	-1.217297533170256	5	47	15.317394985986155	1	-2.605539331834944
56	0.40875912408759124	11	3	-15.114777703530683	5	51	17.004956797872044	2	-0.03776143959181065
57	0.41605839416058393	21	7	-3.9967935672423414	56	1	-4.089565850701572	2	-0.03776143959181065
60	0.43795620437956206	25	6	-6.776289601314427	57	3	-3.245784944758627	2	-0.03776143959181065
64	0.46715328467153283	24	5	-9.555785635386512	5	59	20.38008042164382	4	5.097794344894456
62	0.45255474452554745	16	7	-3.9967935672423414	64	-2	-5.355237209615988	1	-2.605539331834944
67	0.48905109489051096	24	9	1.5621985009018293	64	3	-3.245784944758627	1	-2.605539331834944
69	0.5036496350364964	18	5	-9.555785635386512	5	64	22.489532686501185	2	-0.03776143959181065
71	0.5182481751824818	23	6	-6.776289601314427	69	2	-3.667675397730099	1	-2.605539331834944
72	0.5255474452554745	26	6	-6.776289601314427	71	1	-4.089565850701572	1	-2.605539331834944
73	0.5328467153284672	20	5	-9.555785635386512	72	1	-4.089565850701572	1	-2.605539331834944
82	0.5985401459854015	12	4	-12.335281669458597	5	77	27.974108575130327	4	5.097794344894456
75	0.5474452554744526	33	10	4.341694534973914	82	-7	-7.46468947447335	2	-0.03776143959181065
78	0.5693430656934306	41	11	7.121190569046	75	3	-3.245784944758627	3	2.5300164526513225
84	0.6131386861313869	25	7	-3.9967935672423414	82	2	-3.667675397730099	2	-0.03776143959181065
88	0.6423357664233577	32	11	7.121190569046	86	2	-3.667675397730099	1	-2.605539331834944
86	0.6277372262773723	38	10	4.341694534973914	82	4	-2.8238944917871547	1	-2.605539331834944
89	0.6496350364963503	27	7	-3.9967935672423414	5	84	30.927341745930633	1	-2.605539331834944
92	0.6715328467153284	28	6	-6.776289601314427	5	87	32.19301310484505	2	-0.03776143959181065
100	0.7299270072992701	46	11	7.121190569046	93	7	-1.5582231328727376	1	-2.605539331834944
94	0.6861313868613139	15	4	-12.335281669458597	100	-6	-7.042799021501878	1	-2.605539331834944
97	0.708029197080292	38	9	1.5621985009018293	98	-1	-4.933346756644516	1	-2.605539331834944
98	0.7153284671532847	34	8	-1.217297533170256	95	3	-3.245784944758627	2	-0.03776143959181065
95	0.6934306569343066	28	6	-6.776289601314427	94	1	-4.089565850701572	1	-2.605539331834944
93	0.6788321167883211	32	7	-3.9967935672423414	92	1	-4.089565850701572	1	-2.605539331834944
107	0.781021897810219	58	15	18.239174705334342	5	102	38.52136989941713	3	2.5300164526513225
101	0.7372262773722628	54	13	12.680182637190171	107	-6	-7.042799021501878	2	-0.03776143959181065
102	0.7445255474452555	27	6	-6.776289601314427	101	1	-4.089565850701572	1	-2.605539331834944
105	0.7664233576642335	45	10	4.341694534973914	101	4	-2.8238944917871547	1	-2.605539331834944
118	0.8613138686131386	40	12	9.900686603118086	5	113	43.16216488210333	2	-0.03776143959181065
109	0.7956204379562044	42	12	9.900686603118086	118	-9	-8.308470380416296	1	-2.605539331834944
112	0.8175182481751825	27	6	-6.776289601314427	113	-1	-4.933346756644516	1	-2.605539331834944
113	0.8248175182481752	43	12	9.900686603118086	110	3	-3.245784944758627	1	-2.605539331834944
110	0.8029197080291971	38	12	9.900686603118086	109	1	-4.089565850701572	1	-2.605539331834944
114	0.8321167883211679	83	19	29.357158841622685	118	-4	-6.199018115558934	1	-2.605539331834944
115	0.8394160583941606	36	7	-3.9967935672423414	114	1	-4.089565850701572	2	-0.03776143959181065
119	0.8686131386861314	50	15	18.239174705334342	5	114	43.5840553350748	1	-2.605539331834944
120	0.8759124087591241	25	7	-3.9967935672423414	119	1	-4.089565850701572	1	-2.605539331834944
124	0.9051094890510949	8	3	-15.114777703530683	5	119	45.69350759993216	2	-0.03776143959181065
122	0.8905109489051095	40	12	9.900686603118086	124	-2	-5.355237209615988	1	-2.605539331834944
125	0.9124087591240876	21	4	-12.335281669458597	124	1	-4.089565850701572	1	-2.605539331834944
127	0.927007299270073	25	5	-9.555785635386512	5	122	46.95917895884658	1	-2.605539331834944
129	0.9416058394160584	52	11	7.121190569046	5	124	47.80295986478953	4	5.097794344894456
130	0.948905109489051	16	4	-12.335281669458597	129	1	-4.089565850701572	2	-0.03776143959181065
132	0.9635036496350365	40	9	1.5621985009018293	130	2	-3.667675397730099	1	-2.605539331834944
134	0.9781021897810219	46	9	1.5621985009018293	129	5	-2.4020040388156825	1	-2.605539331834944
2	0.018518518518518517	80	16	12.712042537444455	0	0	-4.532615170131354	9	31.96354590469297
3	0.027777777777777776	30	4	-9.887144195790132	2	1	-3.430087155775079	1	-4.377436519247357
7	0.06481481481481481	22	5	-8.003878634687249	2	5	0.9800249016500231	2	0.16518628374518338
5	0.046296296296296294	19	4	-9.887144195790132	7	-2	-6.7376711988439055	1	-4.377436519247357
8	0.07407407407407407	67	13	7.062245854135808	7	1	-3.430087155775079	1	-4.377436519247357
10	0.09259259259259259	61	12	5.178980293032926	2	8	4.2876089447188495	3	4.707809086737725
12	0.1111111111111111	70	16	12.712042537444455	10	2	-2.3275591414188033	1	-4.377436519247357
15	0.1388888888888889	63	12	5.178980293032926	2	13	9.800249016500226	2	0.16518628374518338
18	0.16666666666666666	29	7	-4.2373475124814854	2	16	13.107833059569053	2	0.16518628374518338
19	0.17592592592592593	19	5	-8.003878634687249	18	1	-3.430087155775079	2	0.16518628374518338
20	0.18518518518518517	10	2	-13.653675317995896	19	1	-3.430087155775079	1	-4.377436519247357
22	0.2037037037037037	27	5	-8.003878634687249	19	3	-1.2250311270625278	1	-4.377436519247357
24	0.2222222222222222	58	11	3.295714731930044	18	6	2.0825529160062985	3	4.707809086737725
26	0.24074074074074073	131	23	25.89490146516463	24	2	-2.3275591414188033	1	-4.377436519247357
28	0.25925925925925924	76	14	8.945511415238691	24	4	-0.1225031127062524	1	-4.377436519247357
29	0.26851851851851855	110	21	22.128370342958867	28	1	-3.430087155775079	1	-4.377436519247357
33	0.3055555555555556	77	14	8.945511415238691	31	2	-2.3275591414188033	1	-4.377436519247357
31	0.28703703703703703	34	7	-4.2373475124814854	2	29	27.440697246200635	3	4.707809086737725
34	0.3148148148148148	27	6	-6.120613073584368	31	3	-1.2250311270625278	1	-4.377436519247357
35	0.32407407407407407	60	14	8.945511415238691	34	1	-3.430087155775079	1	-4.377436519247357
38	0.35185185185185186	54	12	5.178980293032926	31	7	3.1850809303625742	3	4.707809086737725
41	0.37962962962962965	36	5	-8.003878634687249	38	3	-1.2250311270625278	1	-4.377436519247357
39	0.3611111111111111	46	9	-0.47081639027572053	41	-2	-6.7376711988439055	1	-4.377436519247357
43	0.39814814814814814	48	10	1.4124491708271616	38	5	0.9800249016500231	2	0.16518628374518338
46	0.42592592592592593	35	6	-6.120613073584368	2	44	43.978617461544765	5	13.793054692722805
47	0.4351851851851852	26	4	-9.887144195790132	46	1	-3.430087155775079	1	-4.377436519247357
48	0.4444444444444444	27	5	-8.003878634687249	47	1	-3.430087155775079	1	-4.377436519247357
51	0.4722222222222222	11	3	-11.770409756893013	46	5	0.9800249016500231	4	9.250431889730265
55	0.5092592592592593	21	5	-8.003878634687249	46	9	5.390136959075125	1	-4.377436519247357
56	0.5185185185185185	29	6	-6.120613073584368	55	1	-3.430087155775079	1	-4.377436519247357
57	0.5277777777777778	13	2	-13.653675317995896	56	1	-3.430087155775079	1	-4.377436519247357
59	0.5462962962962963	40	10	1.4124491708271616	46	13	9.800249016500226	1	-4.377436519247357
60	0.5555555555555556	45	11	3.295714731930044	59	1	-3.430087155775079	1	-4.377436519247357
62	0.5740740740740741	113	24	27.778167026267514	2	60	61.61906569124517	7	22.878300298707888
63	0.5833333333333334	37	11	3.295714731930044	62	1	-3.430087155775079	1	-4.377436519247357
64	0.5925925925925926	14	2	-13.653675317995896	63	1	-3.430087155775079	1	-4.377436519247357
66	0.6111111111111112	35	8	-2.354081951378603	62	4	-0.1225031127062524	2	0.16518628374518338
69	0.6388888888888888	53	10	1.4124491708271616	66	3	-1.2250311270625278	1	-4.377436519247357
70	0.6481481481481481	31	7	-4.2373475124814854	62	8	4.2876089447188495	1	-4.377436519247357
71	0.6574074074074074	20	4	-9.887144195790132	70	1	-3.430087155775079	2	0.16518628374518338
79	0.7314814814814815	44	10	1.4124491708271616	62	17	14.210361073925329	5	13.793054692722805
74	0.6851851851851852	19	5	-8.003878634687249	79	-5	-10.045255241912733	2	0.16518628374518338
76	0.7037037037037037	22	4	-9.887144195790132	74	2	-2.3275591414188033	1	-4.377436519247357
84	0.7777777777777778	121	22	24.011635904061748	62	22	19.723001145706707	3	4.707809086737725
85	0.7870370370370371	22	6	-6.120613073584368	84	1	-3.430087155775079	2	0.16518628374518338
86	0.7962962962962963	7	1	-15.536940879098779	85	1	-3.430087155775079	3	4.707809086737725
96	0.8888888888888888	56	13	7.062245854135808	62	34	32.95333731798201	3	4.707809086737725
92	0.8518518518518519	41	7	-4.2373475124814854	96	-4	-8.942727227556457	1	-4.377436519247357
93	0.8611111111111112	54	12	5.178980293032926	92	1	-3.430087155775079	1	-4.377436519247357
94	0.8703703703703703	27	5	-8.003878634687249	93	1	-3.430087155775079	1	-4.377436519247357
98	0.9074074074074074	28	7	-4.2373475124814854	96	2	-2.3275591414188033	2	0.16518628374518338
102	0.9444444444444444	66	14	8.945511415238691	103	-1	-5.63514318448763	1	-4.377436519247357
103	0.9537037037037037	33	6	-6.120613073584368	62	41	40.671033418475936	5	13.793054692722805
105	0.9722222222222222	36	6	-6.120613073584368	103	2	-2.3275591414188033	1	-4.377436519247357
16	0.3076923076923077	44	10	-2.8430856601891623	0	0	-2.777977947111262	12	25.632063477082717
2	0.038461538461538464	81	17	3.138898041018093	16	-14	-18.215901195179953	4	5.542067778828695
3	0.057692307692307696	84	20	5.702605341535488	2	1	-1.6752691436777838	1	-1.9916806080165623
5	0.09615384615384616	145	31	15.102865443432604	2	3	0.5301484631891722	1	-1.9916806080165623
7	0.1346153846153846	46	9	-3.6976547603616274	2	5	2.735566070056128	1	-1.9916806080165623
8	0.15384615384615385	177	39	21.939418244812327	7	1	-1.6752691436777838	1	-1.9916806080165623
9	0.17307692307692307	29	7	-5.406792960706558	8	1	-1.6752691436777838	1	-1.9916806080165623
14	0.2692307692307692	34	8	-4.552223860534093	2	12	10.454527694090473	1	-1.9916806080165623
11	0.21153846153846154	28	6	-6.261362060879023	14	-3	-6.0861043574116955	1	-1.9916806080165623
12	0.23076923076923078	52	13	-0.2793783596717672	11	1	-1.6752691436777838	1	-1.9916806080165623
18	0.34615384615384615	43	12	-1.1339474598442323	16	2	-0.5725603402443058	1	-1.9916806080165623
